,over_draft,credit_usage,credit_history,purpose,current_balance,Average_Credit_Balance,employment,location,personal_status,other_parties,residence_since,property_magnitude,cc_age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,gender
910,0,36.0,3,3,4454.0,1,2,4.0,4,0,4.0,3,34.0,0,1,2.0,2,1.0,0,1,1,1
911,2,24.0,4,2,4736.0,1,1,2.0,4,0,4.0,2,25.0,2,1,1.0,1,1.0,0,1,0,1
912,2,30.0,2,3,2991.0,0,4,2.0,4,0,4.0,2,25.0,0,1,1.0,2,1.0,0,1,1,1
913,0,11.0,2,9,2142.0,4,4,1.0,2,0,2.0,3,28.0,0,1,1.0,2,1.0,1,1,1,0
914,1,24.0,1,9,3161.0,1,2,4.0,0,0,2.0,1,31.0,0,0,1.0,2,1.0,1,1,0,0
915,2,48.0,0,10,18424.0,1,2,1.0,4,0,2.0,1,32.0,2,1,1.0,3,1.0,1,0,0,1
916,0,10.0,2,1,2848.0,2,2,1.0,0,1,2.0,3,32.0,0,1,1.0,2,2.0,0,1,1,0
917,1,6.0,2,0,14896.0,1,4,1.0,0,0,4.0,0,68.0,2,1,1.0,3,1.0,1,1,0,0
918,1,24.0,2,2,2359.0,2,0,1.0,2,0,1.0,1,33.0,0,1,1.0,2,1.0,0,1,0,0
919,1,24.0,2,2,3345.0,1,4,4.0,0,0,2.0,1,39.0,0,0,1.0,3,1.0,1,1,0,0
920,0,18.0,4,2,1817.0,1,2,4.0,4,0,2.0,0,28.0,0,1,2.0,2,1.0,0,1,1,1
921,0,48.0,3,3,12749.0,3,3,4.0,0,0,1.0,2,37.0,0,1,1.0,3,1.0,1,1,1,0
922,1,9.0,2,3,1366.0,1,1,3.0,4,0,4.0,1,22.0,0,0,1.0,2,1.0,0,1,0,1
923,2,12.0,2,0,2002.0,1,3,3.0,0,0,4.0,1,30.0,0,0,1.0,2,2.0,1,1,1,0
924,1,24.0,1,2,6872.0,1,1,2.0,2,0,1.0,1,55.0,2,1,1.0,2,1.0,1,1,0,0
925,1,12.0,1,0,697.0,1,1,4.0,0,0,2.0,2,46.0,2,1,2.0,2,1.0,1,1,0,0
926,1,18.0,4,2,1049.0,1,1,4.0,4,0,4.0,1,21.0,0,0,1.0,2,1.0,0,1,1,1
927,1,48.0,2,1,10297.0,1,3,4.0,0,0,4.0,0,39.0,1,2,3.0,2,2.0,1,1,0,0
928,0,30.0,2,3,1867.0,0,4,4.0,0,0,4.0,2,58.0,0,1,1.0,2,1.0,1,1,1,0
929,1,12.0,3,0,1344.0,1,2,4.0,0,0,2.0,3,43.0,0,1,2.0,1,2.0,0,1,1,0
930,1,24.0,2,2,1747.0,1,1,4.0,0,1,1.0,1,24.0,0,1,1.0,1,1.0,0,0,1,0
931,2,9.0,2,3,1670.0,1,1,4.0,4,0,2.0,2,22.0,0,1,1.0,2,1.0,1,1,0,1
932,0,9.0,4,0,1224.0,1,2,3.0,0,0,1.0,3,30.0,0,1,2.0,2,1.0,0,1,1,0
933,0,12.0,4,3,522.0,3,4,4.0,0,0,4.0,1,42.0,0,1,2.0,2,2.0,1,1,1,0
934,1,12.0,2,3,1498.0,1,2,4.0,4,0,1.0,2,23.0,2,1,1.0,2,1.0,0,1,1,1
935,2,30.0,3,3,1919.0,2,1,4.0,0,0,3.0,0,30.0,1,1,2.0,3,1.0,0,1,0,0
936,3,9.0,2,3,745.0,1,2,3.0,4,0,2.0,3,28.0,0,1,1.0,1,1.0,0,1,0,1
937,2,6.0,2,3,2063.0,1,1,4.0,1,0,3.0,2,30.0,0,0,1.0,3,1.0,1,1,1,0
938,2,60.0,2,6,6288.0,1,2,4.0,0,0,4.0,0,42.0,0,2,1.0,2,1.0,0,1,0,0
939,0,24.0,4,1,6842.0,0,2,2.0,0,0,4.0,1,46.0,0,1,2.0,3,2.0,1,1,1,0
940,0,12.0,2,0,3527.0,0,1,2.0,0,0,3.0,1,45.0,0,1,1.0,3,2.0,1,1,1,0
941,0,10.0,2,0,1546.0,1,2,3.0,0,0,2.0,3,31.0,0,1,1.0,1,2.0,0,0,1,0
942,0,24.0,2,2,929.0,0,3,4.0,0,0,2.0,2,31.0,1,1,1.0,2,1.0,1,1,1,0
943,0,4.0,4,0,1455.0,1,3,2.0,0,0,1.0,3,42.0,0,1,3.0,1,2.0,0,1,1,0
944,1,15.0,2,2,1845.0,1,1,4.0,4,2,1.0,1,46.0,0,0,1.0,2,1.0,0,1,1,1
945,2,48.0,0,0,8358.0,3,1,1.0,4,0,1.0,2,30.0,0,1,2.0,2,1.0,0,1,1,1
946,1,24.0,1,2,3349.0,3,1,4.0,0,0,4.0,0,30.0,0,2,1.0,2,2.0,1,1,0,0
947,0,12.0,2,0,2859.0,0,0,4.0,0,0,4.0,0,38.0,0,1,1.0,3,1.0,1,1,1,0
948,0,18.0,2,2,1533.0,1,1,4.0,1,1,1.0,1,43.0,0,1,1.0,1,2.0,0,1,0,0
949,0,24.0,2,3,3621.0,2,4,2.0,0,0,4.0,2,31.0,0,1,2.0,2,1.0,0,1,0,0
950,2,18.0,4,9,3590.0,1,0,3.0,1,0,3.0,2,40.0,0,1,3.0,0,2.0,1,1,1,0
951,1,36.0,3,9,2145.0,1,3,2.0,0,0,1.0,2,24.0,0,1,2.0,2,1.0,1,1,0,0
952,2,24.0,2,1,4113.0,3,1,3.0,4,0,4.0,2,28.0,0,0,1.0,2,1.0,0,1,0,1
953,0,36.0,2,2,10974.0,1,0,4.0,4,0,2.0,2,26.0,0,1,2.0,3,1.0,1,1,0,1
954,1,12.0,2,0,1893.0,1,2,4.0,4,2,4.0,1,29.0,0,1,1.0,2,1.0,1,1,1,1
955,1,24.0,4,3,1231.0,4,4,4.0,4,0,4.0,1,57.0,0,0,2.0,3,1.0,1,1,1,1
956,3,30.0,4,3,3656.0,0,4,4.0,0,0,4.0,1,49.0,1,1,2.0,1,1.0,0,1,1,0
957,2,9.0,4,3,1154.0,1,4,2.0,0,0,4.0,3,37.0,0,1,3.0,1,1.0,0,1,1,0
958,1,28.0,2,0,4006.0,1,2,3.0,0,0,2.0,2,45.0,0,1,1.0,1,1.0,0,1,0,0
959,2,24.0,2,2,3069.0,2,4,4.0,0,0,4.0,0,30.0,0,2,1.0,2,1.0,0,1,1,0
960,0,6.0,4,3,1740.0,1,4,2.0,1,0,2.0,3,30.0,0,0,2.0,2,1.0,0,1,1,0
961,2,21.0,3,0,2353.0,1,2,1.0,2,0,4.0,1,47.0,0,1,2.0,2,1.0,0,1,1,0
962,0,15.0,2,0,3556.0,0,2,3.0,0,0,2.0,0,29.0,0,1,1.0,2,1.0,0,1,1,0
963,0,24.0,2,3,2397.0,3,4,3.0,0,0,2.0,2,35.0,2,1,2.0,2,1.0,1,1,0,0
964,2,6.0,2,5,454.0,1,1,3.0,1,0,1.0,1,22.0,0,1,1.0,1,1.0,0,1,1,0
965,2,30.0,2,3,1715.0,0,2,4.0,4,0,1.0,2,26.0,0,1,1.0,2,1.0,0,1,1,1
966,2,27.0,4,3,2520.0,3,2,4.0,0,0,2.0,1,23.0,0,1,2.0,1,1.0,0,1,0,0
967,0,15.0,2,3,3568.0,1,4,4.0,4,0,2.0,2,54.0,2,0,1.0,3,1.0,1,1,1,1
968,0,42.0,2,3,7166.0,0,3,2.0,1,0,4.0,1,29.0,0,0,1.0,2,1.0,1,1,1,0
969,1,11.0,4,0,3939.0,1,2,1.0,0,0,2.0,3,40.0,0,1,2.0,1,2.0,0,1,1,0
970,2,15.0,2,5,1514.0,2,2,4.0,0,2,2.0,3,22.0,0,1,1.0,2,1.0,0,1,1,0
971,0,24.0,2,0,7393.0,1,2,1.0,0,0,4.0,1,43.0,0,1,1.0,1,2.0,0,1,1,0
972,1,24.0,1,0,1193.0,1,0,1.0,4,1,4.0,0,29.0,0,0,2.0,0,1.0,0,1,0,1
973,1,60.0,2,9,7297.0,1,4,4.0,0,1,4.0,0,36.0,0,0,1.0,2,1.0,0,1,0,0
974,0,30.0,4,3,2831.0,1,2,4.0,4,0,2.0,2,33.0,0,1,1.0,2,1.0,1,1,1,1
975,3,24.0,2,3,1258.0,3,2,3.0,4,0,3.0,2,57.0,0,1,1.0,1,1.0,0,1,1,1
976,2,6.0,2,3,753.0,1,2,2.0,4,2,3.0,3,64.0,0,1,1.0,2,1.0,0,1,1,1
977,2,18.0,3,9,2427.0,0,4,4.0,0,0,2.0,1,42.0,0,1,2.0,2,1.0,0,1,1,0
978,0,24.0,3,0,2538.0,1,4,4.0,0,0,4.0,2,47.0,0,1,2.0,1,2.0,0,1,0,0
979,2,15.0,1,0,1264.0,2,2,2.0,1,0,2.0,1,25.0,0,0,1.0,2,1.0,0,1,0,0
980,2,30.0,4,2,8386.0,1,3,2.0,0,0,2.0,1,49.0,0,1,1.0,2,1.0,0,1,0,0
981,0,48.0,2,9,4844.0,1,0,3.0,0,0,2.0,2,33.0,2,0,1.0,3,1.0,1,1,0,0
982,3,21.0,2,0,2923.0,2,2,1.0,4,0,1.0,2,28.0,2,1,1.0,3,1.0,1,1,1,1
983,1,36.0,2,1,8229.0,1,2,2.0,0,0,2.0,1,26.0,0,1,1.0,2,2.0,0,1,0,0
984,0,24.0,4,2,2028.0,1,3,2.0,0,0,2.0,1,30.0,0,1,2.0,1,1.0,0,1,1,0
985,1,15.0,4,2,1433.0,1,2,4.0,4,0,3.0,1,25.0,0,0,2.0,2,1.0,0,1,1,1
986,3,42.0,0,9,6289.0,1,1,2.0,2,0,1.0,1,33.0,0,1,2.0,2,1.0,0,1,1,0
987,0,13.0,2,3,1409.0,2,0,2.0,4,0,4.0,3,64.0,0,1,1.0,2,1.0,0,1,1,1
988,1,24.0,2,1,6579.0,1,0,4.0,0,0,2.0,0,29.0,0,2,1.0,3,1.0,1,1,1,0
989,2,24.0,4,3,1743.0,1,4,4.0,0,0,2.0,1,48.0,0,1,2.0,1,1.0,0,1,1,0
990,0,12.0,4,6,3565.0,0,1,2.0,0,0,1.0,1,37.0,0,1,2.0,1,2.0,0,1,1,0
991,0,15.0,1,3,1569.0,2,4,4.0,0,0,4.0,2,34.0,2,1,1.0,1,2.0,0,1,1,0
992,1,18.0,2,3,1936.0,0,3,2.0,1,0,4.0,2,23.0,0,0,2.0,1,1.0,0,1,1,0
993,1,36.0,2,2,3959.0,1,0,4.0,0,0,3.0,1,30.0,0,1,1.0,3,1.0,1,1,1,0
994,0,12.0,2,0,2390.0,0,4,4.0,0,0,3.0,2,50.0,0,1,1.0,2,1.0,1,1,1,0
995,0,12.0,2,2,1736.0,1,3,3.0,4,0,4.0,3,31.0,0,1,1.0,1,1.0,0,1,1,1
996,1,30.0,2,1,3857.0,1,2,4.0,2,0,4.0,1,40.0,0,1,1.0,3,1.0,1,1,1,0
997,0,12.0,2,3,804.0,1,4,4.0,0,0,4.0,2,38.0,0,1,1.0,2,1.0,0,1,1,0
998,1,45.0,2,3,1845.0,1,2,4.0,0,0,4.0,0,23.0,0,2,1.0,2,1.0,1,1,0,0
999,2,45.0,4,1,4576.0,2,0,3.0,0,0,4.0,2,27.0,0,1,1.0,2,1.0,0,1,1,0
